time,sine,square,triangle,target
0.75,1.4654989022678802,1.2250891335730518,2.8091501456937467,1.571906315363687
0.76,1.2875351598428146,1.4189334847509647,2.457597251808265,2.0113880919929477
0.77,1.3920620350368582,1.4325973028125742,2.7358216245904927,1.7177003208041994
0.78,1.483689453628741,1.0903707747241158,2.6852435927917675,2.045313597717227
0.79,1.3543671571760558,1.2825468889197862,2.6025878576288353,1.820930437601786
0.8,1.5069465427594628,1.4873457479858891,2.798270435694187,1.8887106508362215
0.81,1.3601189161985316,1.4842165658752617,2.694285001782567,1.8180594219977744
0.8200000000000001,1.4489976704604386,1.2456025125272197,2.5042100016948625,2.14316780603274
0.8300000000000001,1.4921949480807237,1.448811536018943,2.3678570777948487,2.1181238766976747
0.84,1.4120769310810504,1.5826132487311428,2.5280477754521007,1.9744548167276275
0.85,1.742057308570814,1.5446182300052507,2.2956774796584942,2.2911366552764836
0.86,1.649455454643261,1.4095156722556577,2.10307116152888,2.5844197785161187
0.87,1.7948959655228718,1.351796937177724,1.8944801342967117,2.91634521804479
0.88,1.9427879463770905,1.3268057821710286,2.0350860076853188,3.0644344325383446
0.89,2.013619067870208,1.4967240634457863,2.163000069664742,2.7317934328320366
0.9,2.1295447574782234,1.4544884538333647,2.3432936728406695,2.844235871265612
0.91,2.08995109157383,1.5217486785428105,1.9230628823854325,2.981249909706094
0.92,2.1249469551815756,1.4446959729475188,1.7258839290614052,3.3036303897698542
0.93,2.2713569122416764,1.5510749309819771,1.5941689510588632,3.4246009382050993
0.9400000000000001,2.104242171539065,1.438922205756752,1.809018047690993,3.244343714489002
0.9500000000000001,2.2389781552130343,1.54579768544561,1.372452831669967,3.672096268150851
0.96,2.3569205346146096,1.559137301847438,1.6801957346039114,3.5640293466307154
0.97,2.509038040856037,1.2996752511936822,1.6588809331310443,3.6386333558492474
0.98,2.8360329899425274,1.144244609142031,1.5333012581890504,4.182154734220479
0.99,2.7258473596285646,1.6633139946459847,1.3636067520918431,3.936083010218061
1.0,2.9130846883802453,4.561429689413209,1.4254140821704806,2.693771994483721
1.01,3.2867250684990683,4.256157710522952,1.426377942463861,3.0187778210454823
1.02,3.1197730075522596,4.411131327146269,1.3381411659724982,2.8617824512107624
1.03,3.3976188354237307,4.641221335328506,1.8248406005684004,3.1632366063453534
1.04,3.226131412342355,4.478367180383301,1.535236328113659,2.956316066911322
1.05,3.441931864934329,4.442377683643192,1.7807014950309927,3.098858780516062
1.06,3.4170512735543332,4.73863599605399,1.3316341693271516,2.887485760124707
1.07,3.609526136134146,4.359487055182154,1.989732843596273,3.4304521237123207
1.08,3.8913955280242334,4.398070507482905,2.084916980537842,3.5897093404493745
1.09,3.5628777665142835,4.554418356560399,1.9179562458816592,3.084573705925466
1.1,3.9974651825113967,4.582150762138411,2.0672406554675415,3.4577284661896046
1.11,4.046040190035349,4.59854969608585,2.1314813446037926,3.3915903518870545
1.12,3.987585638886923,4.662804656944654,2.0027090176359312,3.502471612886131
1.1300000000000001,3.921507162968914,4.5524347988874165,2.258214069746634,3.4951075071397866
1.1400000000000001,4.2349088029446325,4.597471938118979,2.1046202837945454,3.7191908278156656
1.1500000000000001,4.1998049428435476,4.481537001647974,2.2010226709364273,3.879241935248939
1.16,4.380568269509312,4.531390958244225,2.54423931377562,3.876525233440069
1.17,4.398228975596465,4.538334708925527,2.5840481599196017,3.8759452503586047
1.18,4.7005277014630025,4.554993182990382,2.3781803423234766,4.175759201957344
1.19,4.442556043411075,4.641324403943225,2.4380908501979706,3.9383208078041374
1.2,4.349953499661273,4.607656486302771,2.51651139767722,4.151802251980204
1.21,4.573304956671086,4.528528751660708,2.802281978267702,4.4790522528471435
1.22,4.602116458252181,4.396371172198107,2.588123229230078,4.442965412309196
1.23,4.802683774516908,4.532161121803245,2.870432435602421,4.513352351863547
1.24,4.727324100631628,4.5173417203683375,2.9974105642155475,4.536042504937752
1.25,4.653009608146489,1.4541907319878151,2.927489273563282,4.385384690622269
1.26,4.829140856632488,1.765998103022641,3.1682743179630184,4.771797174010523
1.27,4.389714150531322,1.343155715663389,3.021330309494679,4.322133483502948
1.28,4.462769214368333,1.4896726953340749,3.100148572918709,4.524266029006132
1.29,4.394069494109438,1.5897457810336544,3.0417500580473416,4.3993915110887585
1.3,4.452661049723954,1.4394502180162654,3.426544737313077,4.286974174942394
1.31,4.258218501004837,1.7863356563170154,3.2041782547081246,4.315209180955691
1.32,4.543857484173417,1.3657255206982275,3.4478532672846844,4.478092378285739
1.33,4.358669537194273,1.474464452418362,3.444464348984768,4.139071523952394
1.34,4.104469305209319,1.300561247057726,3.3510199775671796,4.084219205572617
1.35,4.121020486033595,1.3698318409810986,3.486603149578331,4.099374815096388
1.36,4.274032166977005,1.462825118353312,3.871004392711938,4.019643594701854
1.37,4.291725789279406,1.5553400794470842,3.7454596640311437,4.069056273605392
1.3800000000000001,4.4075133552732115,1.473690969448955,3.615159176498764,4.370176996639394
1.3900000000000001,4.479784506666411,1.6192722558015835,3.8906836325302185,4.533102889547296
1.4000000000000001,3.994221296702302,1.409565304570814,3.8824166196281964,4.037686210425187
1.41,3.682456881111033,1.3728295444567753,4.525260460964192,3.5770359589948604
1.42,3.4096389067659665,1.8430399068495333,4.0802821045076385,3.594414985883683
1.43,3.7078667636591973,1.4853283681751468,4.037575090498535,3.6067933122238003
1.44,3.4392692363691784,1.3128462183655254,4.391229925149132,3.3364676374493083
1.45,3.407908261994333,1.316751706902629,3.9314440097636676,3.2428804367325537
1.46,3.2782432373396175,1.2782793952378628,4.306746314466028,3.06335117840254
1.47,3.2552636884248645,1.5693195025804516,4.676384108783885,3.1173140032892763
1.48,3.3502891119219735,1.3678413600767751,4.401478501680678,3.0049335277657514
1.49,3.1016015703080497,1.4439973002590873,4.205884753924486,3.0677532066191797
1.5,2.9486655499920476,4.511845231709328,4.485090058722782,4.089049194813173
1.51,2.7047487577792495,4.6349673762800325,4.718181673103128,4.0527081158372855
1.52,2.499806774207112,4.390545240350605,4.480588333263897,3.3889875071199445
1.53,2.591850576788233,4.355106523955437,4.221062481393533,3.395028603298387
1.54,2.5625855093167567,4.5564178624424425,4.181467026710724,3.594200884854743
1.55,2.7600694314097547,4.614751657802202,4.13736047315107,3.8294573964829866
1.56,2.39883865161521,4.5731802623200934,4.221071158403439,3.0655553277593977
1.57,2.4435591365842213,4.396320414325838,4.313797381986726,3.2758440850017627
1.58,2.112629381024676,4.626603202346409,4.2035905455043245,2.851423571689045
1.59,1.9138588773254281,4.406478798546752,4.0434628264930925,2.603326579793615
1.6,1.8652744310257847,4.440909941837588,3.6918964792208224,2.2663511014474347
1.61,1.8237016725234436,4.3754903756646675,3.6282112480336965,2.062507878767919
1.62,2.2098494703377725,4.723191774791961,3.8630301996855807,2.8083513361430823
1.6300000000000001,1.6597412903955546,4.619779100789673,3.4968291066340114,1.8547193429841111
1.6400000000000001,1.861437379586219,4.6153764191311275,3.6125209419539206,2.3937269247719835
1.6500000000000001,1.5167835796207776,4.714836991942985,3.6333671245802557,2.0601669247965733
1.6600000000000001,1.7568861261392532,4.957276992008622,3.337390477856533,2.178805424600246
1.67,1.6164592123084163,4.25697229660895,3.291321581551578,1.5657988341373934
1.68,1.4824533880931452,4.407328161501042,3.3765176770482213,1.8361304452230178
1.69,1.4607965427276275,4.426253557550496,3.4083004262123446,1.9867007560774175
1.7,1.3267853884789527,4.389914061421091,3.433670604145262,1.7855621557597015
1.71,1.4768047703253568,4.354795085527015,3.2963541670327117,1.688159910648376
1.72,1.3085509790507799,4.4752734529754115,3.1463530808517297,1.6186407630683273
1.73,1.1677209424756405,4.3332649285246365,2.9503174618483765,1.2852906461481663
1.74,1.1496568859221015,4.573568995483436,2.8338529326374258,1.4655782569131526
1.75,1.381558535814461,1.4322791615770818,2.859570461265923,1.6398304836084305
1.76,1.6127216361777987,1.4987697284106418,2.943267409191983,1.7838640360375448
1.77,1.392297361373472,1.5029047353841458,2.867204053468384,1.7353315814096253
1.78,1.3630655093797739,1.5176605406521748,2.411361568578283,1.7718463958472928
1.79,1.450832227862512,1.3664426256669908,2.558281646714576,1.9625676609857825
1.8,1.6445884366125187,1.7527749723585422,2.8138314879438857,2.07225298916525
1.81,1.502960622730431,1.4605790646955186,2.5687100963090677,2.130728034502534
1.82,1.4412383939379825,1.1358288416943927,2.263978344864509,2.091908885151013
1.83,1.7333730070385602,1.269034277304724,2.8060073684781024,2.26091662054319
1.84,1.6753900526833507,1.1547202075874183,2.358483395777868,2.5734932468285194
1.85,1.9120432287222888,1.4269572424220942,2.360616859358592,2.433320047437476
1.86,1.7552342564163603,1.4054085961352996,2.2987762830862453,2.561051890984666
1.87,1.5944100529633465,1.3517273408037598,2.111214794152815,2.646965999941541
1.8800000000000001,1.6431188915035781,1.7357055752934891,1.9890828638045877,2.653708320442423
1.8900000000000001,2.208826647548925,1.5092938247530212,2.382688182253773,2.8381217795136657
1.9000000000000001,2.3010699594424113,1.536723773120321,2.1386633399331263,3.0436029129315716
1.9100000000000001,2.0768172152289255,1.2800768872968584,2.0452508406364283,3.1075297483798137
1.92,2.1314481097333298,1.2695346410597868,1.9414922906051748,3.0625468743806143
1.93,2.521147191551383,1.4299727040579338,1.6233605754886788,3.6094844762300924
1.94,2.1982948682046537,1.4510663081433863,1.925621273439146,3.0993950966254626
1.95,2.328508309512994,1.1367848854730893,1.52053937338832,3.664218695416689
1.96,2.6755723862800496,1.3963483984969818,1.6372782595765702,3.792529809949668
1.97,2.606713684692175,1.4264519705383352,1.2640136270626259,4.015263712758674
1.98,2.770407782953625,1.3909523814939515,1.1352139491610833,4.136898042317539
1.99,2.84611593513256,1.2983025136112563,1.4500582077471826,4.016771531745896
2.0,3.0290907360650605,4.438122810730488,1.2045996634970346,3.010583534262678
2.0100000000000002,3.3042707120081745,4.494290590195785,1.0792391652351212,2.9356377604879498
2.02,3.1921978854010336,4.5357430832352215,1.5500675681994451,2.925079433131721
2.0300000000000002,3.3824519930148913,4.61534516734636,1.8681775377490655,2.9798983489355506
2.04,3.0451612420186156,4.689073491198139,1.8150613991863107,2.8238167499885405
2.05,3.4673327695468084,4.476095093244812,1.6146824521603045,2.9126358568521837
2.06,3.4343599932079316,4.451035748551673,1.7217378846512825,3.171200825421146
2.07,3.466932160731721,4.589460760382697,1.927256613033778,3.0241603077832595
2.08,3.612868942737899,4.616282649650724,2.0292110545948847,3.310060035322397
2.09,3.788685922811249,4.45443604657452,1.857954080615053,3.2697114435827586
2.1,4.075502864047126,4.644089409062921,1.9829361407083632,3.352117820392654
2.11,3.7925276310749774,4.673389630874778,2.0900355900176475,3.4023253050043625
2.12,4.088849673119099,4.721724860377487,2.19501766453447,3.600963859624691
2.13,4.077409202415888,4.797090136392088,2.148903060122084,3.5194082823188593
2.14,4.170109144610587,4.387498622531275,2.21527261001179,3.6731600672037303
2.15,4.44815077799746,4.523833267632337,2.5205979418882944,3.819629301226821
2.16,4.430073593789645,4.523427427750663,2.55750990035882,3.872845730425013
2.17,4.611451521954315,4.506492152346208,2.504138303242038,3.9400899821237796
2.18,4.415870624396863,4.421129230869276,2.7679666634582443,4.026907632254927
2.19,4.368552821765785,4.2916112478625426,2.4938763018073784,3.809048550402168
2.2,4.479558241375537,4.536034150158153,2.881080846853318,4.254008540950684
2.21,4.5835517867502755,4.402685289258457,2.771728173355025,4.1383820318737445
2.22,4.595078443385123,4.534998691965436,3.2744939637792716,4.349549888613296
2.23,4.4066311569312395,4.398706996385648,2.6214698746903657,4.121698183612622
2.24,4.606636500742464,4.351376305984148,2.7666080157053075,4.151722363268499
2.25,4.632159306413172,1.4605585047029106,3.0089734175773906,4.288437674625811
2.2600000000000002,5.0,1.4476459001993032,3.069789827434186,4.50930893730207
2.27,4.886585177097885,1.5139862584036472,3.383630466703073,4.601585556689868
2.2800000000000002,4.428166646052586,1.7627982417138863,3.0271053043642366,4.024097864419798
2.29,4.497669272023069,1.467216565009999,3.3442224307976702,4.054147563885751
2.3000000000000003,4.2786476758995935,1.4993974340307465,3.449892798327471,3.9480308790334133
2.31,4.38560931599719,1.2573902551299319,3.440601639093416,4.0879080111485795
2.32,4.4920657553666565,1.2249687367225677,3.237206906274887,4.2260648515077595
2.33,4.590130905879779,1.669406068633893,3.6821583585902657,4.309030732213564
2.34,4.224687036477508,1.2812529279790787,3.717765035358086,3.8651931392623733
2.35,4.179601174440883,1.2625965736082967,3.6808447140115903,3.847805023612961
2.36,3.875187374968807,1.4182173552684365,3.681610176520139,3.633532700691264
2.37,4.129518212396643,1.4103044851253896,3.7493889645310117,3.673776530975394
2.38,3.9116897427327277,1.2845010674696944,3.7646809951079283,3.5816779511578227
2.39,3.9216971278622954,1.3770412934748626,3.9445930623225767,3.626355196942133
2.4,3.784933342887026,1.614666544247425,3.9109013156033936,3.7093485266142725
2.41,3.8275623668585053,1.2994480596135267,3.8338178156644926,3.5838716718780548
2.42,3.470308025010473,1.2084339904777324,3.8659480045235615,3.233395208369842
2.43,3.426698903894771,1.570252482985129,3.977887600640392,3.4120210840215495
2.44,3.916136544385941,1.500514846484583,4.198722681970746,3.836443273157415
2.45,3.2665646725367408,1.328172647309674,4.222974909003501,3.206870639347025
2.46,3.1996853011479645,1.1792417648259386,4.326195359305339,2.908769810318102
2.47,3.575808301429726,1.308952495840063,4.436353376989203,3.2845897271208275
2.48,3.648366724822902,1.41580052264466,4.319338946309587,3.599029170707891
2.49,2.8862607738030994,1.6048007372172683,4.719972263277734,2.8877640290756577
2.5,2.9146914756082785,4.3611449694970315,4.505693524516805,3.776613153654485
2.5100000000000002,2.9279656450010028,4.508591217429084,4.414780383916941,3.8622756813459564
2.52,3.0514237427060187,4.626240777367242,4.497673897464707,4.085711368806447
2.5300000000000002,2.5107220023738135,4.152892993981192,4.0607349645381925,3.0857781947362044
2.54,2.531548118283857,4.681783735208634,4.1645461843912726,3.329540438111802
2.5500000000000003,2.5995150861248186,4.3385542398393095,4.384969661638929,3.502061053959589
2.56,2.448190377935023,4.573097124841572,3.8838134797475963,2.9739287433840884
2.57,2.223310521431528,4.559884767065578,4.278342440823619,3.0867669883869424
2.58,2.171864867967928,4.689651186717434,4.277307884526248,3.0340149219065835
2.59,1.8830716154254392,4.607002731672955,3.9108064692823103,2.56704911676517
2.6,1.98309672374434,4.153508890127123,3.9527934333492367,2.5826133108405163
2.61,1.8980698299727496,4.400141761491424,4.02145834518477,2.775411500089251
2.62,1.9024988396142333,4.543084731456933,3.702319062448439,2.5165844522627134
2.63,1.7028639765444034,4.491484231088934,3.852507830416795,2.3882413388062336
2.64,1.8019623320423168,4.595648616371308,3.540913939183661,2.47650373352862
2.65,1.8272693317901099,4.643930369339417,3.5077359299420725,2.376764714497493
2.66,1.6310894320749125,4.615912016882849,3.3917499902335013,2.3044208675447386
2.67,1.6110790672398911,4.48849599776384,3.510990114812175,2.4589660467853847
2.68,1.5164564949801325,4.2357378740226945,3.577734211712164,2.250673707798465
2.69,1.4674169759017868,4.451140277911485,3.2977737717552653,2.2014528584737745
2.7,1.315963310097932,4.586163952570265,3.058784265939771,2.0873310763084305
2.71,1.455802890438529,4.352802831790613,3.024802064923336,1.9867904063496065
2.72,1.3665261788511174,4.619446623301824,3.19793004201883,2.1954970690201954
2.73,1.7056249603137148,4.6623640897601515,3.3665921609160225,2.7070917089593447
2.74,1.611791892916615,4.5413287870301335,3.0692259066678758,2.3075911325516563
2.75,1.4161233100362949,4.047191998368135,2.8794946934086028,2.194142754290609
2.7600000000000002,1.2331082480127125,1.226334550932088,3.000518132521368,2.169931571170351
2.77,1.1860673749272364,1.7163875119537741,2.77461859204153,2.242444071432178
2.7800000000000002,1.575353720971525,1.3396300885076977,2.6880331558774775,2.4294506292920897
2.79,1.4470919416203765,1.1169875443355997,2.530514786808639,2.2160873722961165
2.8000000000000003,1.510734034771989,1.6155758922972783,2.846605774409702,2.408164850763975
2.81,1.1846423167405233,1.4263410072314284,2.147917704329827,2.6334610561407317
2.82,1.6581595456231,1.5953952092060923,2.6199176502020487,2.5864520201554395
2.83,1.6277187477740123,1.4671653252065344,2.35289036352994,2.5334641532099758
2.84,1.4259199412916919,1.4952898632833236,2.2971908547055735,2.6123910098011778
2.85,1.5867049009844578,1.4804920127569878,2.570815342858439,2.3992371297574975
2.86,1.7682788333776442,1.5322929229845055,2.1198067604250745,2.9952070181601593
2.87,1.801374702702615,1.7769792114332903,2.0609988617801056,2.725570463943439
2.88,1.8175140937372833,1.574652771851051,2.0850522963789517,2.8908206814538713
2.89,1.924472394313201,1.1795248212104137,2.108232576684393,2.9141219581384865
2.9,1.9808594427027146,1.4934472738365154,1.9064354084173638,2.967660761584299
2.91,2.130640732715312,1.601054217264473,1.6602355859241733,3.3569229652510115
2.92,2.432052918093232,1.6105353897932013,1.7097584096541536,3.3387403645354516
2.93,1.8682758007979916,1.3582041321097729,1.9905143454222043,2.9751302844171224
2.94,2.33933538531801,1.604688046584004,1.7323333715415716,3.17675240115769
2.95,2.5021338671427067,1.5679524682273378,1.72852636106713,3.199195132078815
2.96,2.619276987061858,1.822679454682855,1.5497412239150479,3.3284623845357295
2.97,2.6103913479476493,1.3081195439470479,1.4214867290380715,3.6259067997610774
2.98,2.486509990668709,1.3456912853419725,1.7327821647305623,3.47910124448597
2.99,2.925767841088035,1.3768638383507472,1.368664093421772,3.6788869996585043
3.0,3.2543443682551696,4.4457599402579975,1.26337402726229,3.19140542810939
3.0100000000000002,2.8275403513121087,4.383842966702223,1.5750624015370227,2.861161717550705
3.02,3.31752445623726,4.093824154528821,1.34710260944621,3.1294301254540287
3.0300000000000002,3.224835870264135,4.4543587599725925,1.4318956170888668,2.944747556423485
3.04,3.3675119579628983,4.5788834808409025,1.5933994805346692,3.13407165058482
3.0500000000000003,3.304576130103917,4.445295376187383,1.6560780049880077,3.2404821605957546
3.06,3.516821656899847,4.8214141260522725,1.7620371196124585,2.9137088432215705
3.0700000000000003,3.875186420700442,4.5237523638534824,2.120738875793693,3.21356166668568
3.08,3.8496353706152364,4.721623046946937,1.9029166269663993,3.303080456095674
3.09,4.123611919446148,4.562167133065524,1.5309978135290665,3.1677762329983694
3.1,4.117888071707755,4.649666886178956,2.029881340847433,3.3760873473434514
3.11,4.078674997565245,4.564927100532634,2.047812919510047,3.448935011700431
3.12,4.366540340017705,4.733665085090303,2.1129898543453716,3.4880126730362964
3.13,4.227034593152295,4.530344196397354,2.209813888160678,3.4810793945656773
3.14,4.357417719222587,4.59851526432778,2.229962120742133,3.5642160696194183
3.15,4.237556698581213,4.578414978325485,2.2903976560523356,3.630831220315544
3.16,4.3536419993672135,4.477033958780393,2.461653435060005,3.529977299114743
3.17,4.281649351587852,4.58440062451745,2.3403014372601065,3.4437125178809276
3.18,4.601303674846612,4.867721163073001,2.339400601924591,3.5156482202354815
3.19,4.290372168180851,4.479804360614867,3.0419152114663572,3.7360338303963085
3.2,4.642643747564263,4.586643546697698,2.505220163268256,3.5545723841726393
3.21,4.51334755980652,4.71647358961768,2.700636910421557,3.6657741489858746
3.22,4.756294298029574,4.698272340784168,2.508465943352972,3.726311494067388
3.23,4.704088026616881,4.523495372667952,2.8318241041718744,3.7219228639763675
3.24,4.887058742739855,4.152564457646461,2.727415350688756,4.002446177629045
3.25,4.7136115839139165,1.5042945992937085,2.8705633162702213,4.063485612492489
3.2600000000000002,4.3371750769634625,1.0805417300892077,3.173899131685941,3.631425483240617
3.27,4.571536121310503,1.6519224047412728,3.146088396238971,3.6864384551213116
3.2800000000000002,4.3765016795267755,1.4505191094040966,3.2258621103083107,3.7674884363587657
3.29,4.4602457710508485,1.5790925478481552,2.9141573253571167,3.775868032492042
3.3000000000000003,4.760779675168555,1.284562298315062,3.5582770921413065,3.9046863525888247
3.31,4.584681521604881,1.1838351504209637,3.1358208434826027,3.8437782656773103
3.3200000000000003,4.327630734106162,1.464655759983271,3.637289980941225,3.6148762584450913
3.33,4.2303847689605085,1.4190684427112423,3.6200918741954964,3.4421230391459323
3.34,4.348169604485291,1.3481474913844371,3.6129869469360694,3.4557238205040037
3.35,4.088445649147491,1.437384148640468,3.4470888604111707,3.4348976119112513
3.36,4.1144402820418104,1.8528665559782218,3.673131753061088,3.6015914234306075
3.37,4.206453187476108,1.5535159359946409,3.6373731897311816,3.5279407984843676
3.38,4.2711369183149674,1.586808901970896,3.7820009826376606,3.7777107613598844
3.39,4.106175740622746,1.5549734747388597,3.8014603981413084,3.5800796481902797
3.4,3.55568396333354,1.6533975319208951,3.57828389200104,3.3035358042349277
3.41,3.8921718547021418,1.3948361431278578,4.1504553876677,3.354994414151225
3.42,3.7668742542505775,1.1060508925403654,4.0214271297147794,3.384941916133439
3.43,3.731559300272914,1.3950662093022805,4.020833608898285,3.294744720146968
3.44,3.832983883476783,1.549986464508477,4.072977911689161,3.3507365671954883
3.45,3.1408211387539264,1.2740792352566155,4.284912905884781,3.1338329623365353
3.46,3.281645825133961,1.396958753994165,4.147957960879545,3.1747821137935204
3.47,3.373856536281746,1.3171379566888797,3.993453551654789,3.1655475029495004
3.48,2.921172516475207,1.6568925092161306,4.485579848738963,3.04981863895314
3.49,3.3153678141400658,1.540341337465342,4.567856252552442,3.1785298949060636
3.5,3.034079866234031,4.6225852101013345,4.516634127555507,3.705763592565467
3.5100000000000002,3.0098202148831588,4.617948497232767,4.299960882667237,3.496309423264591
3.52,2.6786998781257507,4.515912039175971,4.434444594225204,3.613266857850122
3.5300000000000002,2.8025650518570515,4.55227646895707,4.120513481848921,3.321995931750823
3.54,2.7444794797599594,4.338130822845525,4.126508044956395,3.4446178116659687
3.5500000000000003,2.5112695544113297,4.1830656778183215,4.106666286026986,3.1293747863628014
3.56,2.4157153633823727,4.544923972614505,4.298649846571189,3.3008254997865376
3.5700000000000003,2.328094567900575,4.571857350466625,4.040470005014649,3.149174624040528
3.58,2.0536245274696627,4.708960147257123,3.9624872615831745,3.0554619356801815
3.59,2.0820022130260836,4.765034270282851,4.284307522181987,3.0239051313510945
3.6,1.9969789976808408,4.7648271572679874,3.962540118738812,3.029166879075647
3.61,2.003385827257163,4.367116521908731,3.8960939465802755,3.0091513600343074
